,text,created_at,troll
3526,RT @AtomicElbow1: Trump twitter suspended #2016ElectionIn3Words,2016-11-07 08:08:37,1
3527,"RT @AMintChorus: @FlaxeLaxen @yourdailysense @DrJillStein Obama decided that his DOJ wouldn't prosecute the Bush era war criminals, then bo…",2016-11-08 03:00:17,1
3528,RT @ARnews1936: More dead people voting have been found in California. Watch and see just how weak our election systems really r. https://t…,2016-11-08 08:30:13,1
3529,"Dr. Ben Carson: ""If we're willing to accept Hillary Clinton's level of dishonesty in our leaders we're doomed.""… https://t.co/My2HcD47jq",2016-11-07 17:10:12,1
3530,"If you are an undecided voter, I recommend you take a look at the list of Reasons to Vote #TrumpPence link #TrumpForPresident",2016-11-08 11:01:40,1
3531,@realDonaldTrump #MAGA Make America Great Again.  Thanks @Psysamurai33317! #TrumpForPresident https://t.co/ZdZnIrKh3R,2016-11-08 11:31:57,1
3532,#HillaryForPrison2016  That's all i wanna say. #TrumpForPresident,2016-11-08 13:47:22,1
3533,Funny jokes to take our minds off the election  #ThingsPeopleOnTwitterLike https://t.co/riaNl0B5Cg,2016-11-08 02:02:55,1
3534,"Saying ""My Tweets are my own"" #ThingsPeopleOnTwitterLike",2016-11-08 12:52:16,1
3535,RT @Fox_Crimson: No matter what happens on Tuesday I am proud to be a deplorable. It was a pleasure to meme with you gentleman #ElectionFin…,2016-11-07 00:41:39,1
3536,RT @IndieRadioPlay: Now Playing: Ludacris - Money Counter -&gt; https://t.co/eMX9JgTv3v,2016-11-07 20:47:12,1
3537,"RT @NolteNC: Trump now +2 in IBD

 https://t.co/GIIco9TFBQ",2016-11-07 03:33:20,1
3538,@HillaryClinton PA is with @realDonaldTrump #TrumpPence16 #MAGA #TrumpForPresident,2016-11-08 11:18:48,1
3539,#Election2016 We will win and achieve a landslide victory #HillaryForPrison2016 #TrumpForPresident,2016-11-08 16:37:29,1
3540,BE AWARE OF VOTER FRAUD. REPORT IT IMMEDIATELY. #HillaryForPrison2016 #hillno #TrumpPence16 #MAGA #TrumpTrain #TrumpForPresident,2016-11-08 15:14:17,1
3541,RT @TVietor08: Funny how this alleged letter to Trump sounds JUST LIKE TRUMP https://t.co/SPl3prLR9A,2016-11-07 21:18:16,1
3542,RT @LaurenJonesGOP: WikiLeaks Catches Bill Clinton’s Massive Insult to Coal Country … Hillary Just Lost Even MORE Votes… ,2016-11-07 15:28:10,1
3543,"RT @policereporter: Savage asks Ong if she kept track of anyone walking through crime scene, disrupting it. She says no. #SlagerTrial #chsn…",2016-11-08 09:21:13,1
3544,@piscescabeyo #HillaryForPrison2016 #TrumpForPresident,2016-11-08 09:53:31,1
3545,RT @atbobb: Infowars livestream is gold today.  https://t.co/xrbFGYN0Tc,2016-11-08 18:59:06,1
3546,"RT @MAGA3X: ‼️#TRUMP #ELECTION2016 RESULTS AND VICTORY PARTIES🍾🎈🎉

ARE YOU HOSTING ONE AT A PUBLIC VENUE❓ 

🇺🇸LET US KNOW WHERE… ",2016-11-08 11:13:00,1
3547,RT @renatomotta1303: 90 #WriteAPanel 1) 1 day 1e of you boys may end up here as president 2) ooh I'm so gonna change the colorz firzt,2016-11-08 02:53:28,1
3548,RT @ZenRand: Would've been cooler if I didn't use the word cool so much 😂 ❤️ https://t.co/KXd9EQ5jxW,2016-11-08 14:25:18,1
3549,Serbia loves @realDonaldTrump #HillaryForPrison2016 https://t.co/5kYj9i8K2R   @srkineskovic @NikAntonijevic @Nikolagsw95 #TrumpForPresident,2016-11-08 11:50:25,1
3550,GET SERIOUS AMERICA...IS THIS REALLY WHAT WE WANT BACK IN THE WHITE HOUSE?  NO WAY!!!! #HILLARY4PRISON… https://t.co/cZFyvm4fPn,2016-11-08 10:21:19,1
3551,"RT @HillaryClinton: This one's for you, Hillary. https://t.co/KtzpIpSziO",2016-11-07 07:56:31,1
3552,RT @amaditalks: Local news is saying Trump is polling +1 in western PA. I’d like to disbelieve it but the racist population of this area ma…,2016-11-07 02:59:35,1
3553,"RT @PJStrikeForce: #Hillary IS The ROAD to HELL🔥 
W/ NO return!

#Believe in right &amp; wrong?
It's called conviction!

Every battle Is Spirit…",2016-11-07 05:16:11,1
3554,RT @atbobb: Infowars livestream is gold today.  https://t.co/xrbFGYN0Tc,2016-11-08 13:51:29,1
3555,"RT @StefanoBertozz8: Excuse me @Support, Why have you suspended @Bioomberglp, when they published documents about Clinton's emails?",2016-11-07 05:20:15,1
3556,"RT @grammy620: The #FBI is now useless, their efforts are destroyed by corrupt Comey and DOJ. The truth is destroyed by corruption. Pray fo…",2016-11-07 02:15:08,1
3557,"RT @TheMichaelRock: Happy Apocalypse Eve!

lol sorry

I meant Happy Election Day Eve!",2016-11-07 06:00:13,1
3558,#MAGA #Trump #Trump2016 #MakeAmericaGreatAgain #TrumpTrain #WakeUpAmerica this is important https://t.co/l5FSRrlTd8 #TrumpForPresident,2016-11-08 15:19:50,1
3559,God bless you @SpreadWordnow and God Bless America. May Trump be victorious the entire world is at stake. #MAGA  https… #TrumpForPresident,2016-11-08 09:46:45,1
3560,"Show Twitter that high energy ENTHUSIASM is on our side! 

RT if you #voted for TRUMP! 

#ElectionDay https://t.co/FeZ5HFgr0p",2016-11-08 11:59:06,1
3561,#WOLFBLITZER  WOLF IN SHEEP'S CLOTHING....   #ClintonBodyCount  #CorruptHillary  @CNN  @wolfblitzer #TrumpForPresident,2016-11-08 11:51:48,1
3562,"RT @WeedLive4Weed: Make
It
Stop
#2016ElectionIn3Words",2016-11-07 08:10:05,1
3563,RT @jimgeraghty: That’s weird. The first exit poll numbers are the same as the recurring number sequence from Lost. https://t.co/k8TM9qKrfi,2016-11-08 15:24:28,1
3564,RT @islamlie2: #USA: Election Fraud by #Soros' voting machine on #ElectionDay in #Pennsylvania. https://t.co/jrkvROnfsx @TarekFatah,2016-11-08 17:14:22,1
3565,#HillaryforPrison2016 #MakeAmericaGreatAgain #TrumpForPresident,2016-11-08 15:14:19,1
3566,"RT @ZaibatsuNews: G.W. Bush owns this mess: Iraq, Afghanistan and the history we're doomed to repeat https://t.co/FmWYbdUYqp #p2 #tcot http…",2016-11-08 02:21:34,1
3567,"RT @MsTexas1967: Poor Bono
Stuck in a moment that he can't get out of https://t.co/T7YgSkcowj",2016-11-08 02:36:09,1
3568,Keep up the worrying @donnabrazile pass it along to @jaketapper,2016-11-08 11:16:09,1
3569,RT @SugarGretel: Bernie supporters voting for Trump?  #WTFAmericaIn5Words https://t.co/WxNy9bH6e3,2016-11-08 14:24:21,1
3570,RT @IngrahamAngle: Vote...America! @realDonaldTrump https://t.co/bh1AM8pKOL,2016-11-08 18:11:38,1
3571,"RT @farai: Third in my @FiveThirtyEight  series: Unlike Their Parents, Black Millennials Aren’t A Lock For Clinton https://t.co/hGKU4h80Tc",2016-11-08 13:50:50,1
3572,@TanishaaMukerji Finger Crossed #TrumpForPresident,2016-11-08 10:11:36,1
3573,Nudity in their DM #ThingsPeopleOnTwitterLike,2016-11-08 02:03:23,1
3574,#ThingsPeopleOnTwitterLike: Nice hashtaggers!  Such as @pdiddy71 @zvjezdanpatz @BVilivusonline @QuietlyShe @HoulsbyMark,2016-11-08 12:49:39,1
3575,"This is a JOKE, #hillaryforprison2016 #hillaryforprison2016 #TrumpForPresident",2016-11-08 13:49:44,1
3576,RT @BryanJames69: https://t.co/vjeHARUHCm,2016-11-07 07:13:02,1
3577,"RT @Dreamweasel: I am aware of many Republicans who have endorsed Clinton. Can't name one Democrat who has done the same for Trump.

 #Elec…",2016-11-07 07:43:52,1
3578,RT @robhagee: #2016ElectionIn3Words we're all screwed,2016-11-07 06:05:56,1
3579,Se o #Trump ganhar o que será da GROBO? KKKKKKK #EleicoesNosEUA #TrumpPence16 #BomDiaBrasil #TrumpForPresident,2016-11-08 14:37:20,1
3580,"#ImVotingBecause The future of our country depends on my vote
#ElectionDay #ElectionNight #iVoted https://t.co/WWijwJJE0T",2016-11-08 14:54:43,1
3581,RT @oneyedjack: This is your fundamentally transformed America. Are you willing to accept this crap or are you going to fight to take your…,2016-11-08 08:38:07,1
3582,GM Bill!! On my way! #TrumpPence16 #LockHerUp #TrumpForPresident,2016-11-08 14:26:48,1
3583,RT @JoyAnnReid: #CelebrityEndorsementEnvy https://t.co/z9RGDbp3F7,2016-11-07 00:33:45,1
3584,"RT @JamilSmith: If you’re at all conflicted about voting for @HillaryClinton, you should employ @conor64’s logic. Nothing to add.… ",2016-11-07 13:38:27,1
3585,🚨BREAKING: Machine Refuses to Allow Vote For Trump in Pennsylvania!!,2016-11-08 11:35:03,1
3586,"RT @redbuddhadojo: Corruption Log Full
 #2016ElectionIn3Words",2016-11-07 06:21:44,1
3587,RT @Spicoli83: @FoxNews @HillaryClinton @realDonaldTrump VOTING TRUMP IN RALEIGH NC!,2016-11-07 13:05:11,1
3588,"Как будут выглядеть американцы, когда узнают результаты выборов
#ElectionDay https://t.co/5jwg5S2Tca",2016-11-08 11:57:26,1
3589,He ain't lyin! #DrainTheSwamp  #ElectionDay #MAGA https://t.co/EPqw5d3Jvd #TrumpForPresident,2016-11-08 16:02:37,1
3590,"RT @renomarky: #ElectionDay 
#ElectionFinalThoughts 
#ElectionNight 
#TuesdayMotivation 
#Voted 

The next president of the United States w…",2016-11-08 15:42:35,1
3591,Perpetual dumpster fire #2016ElectionIn3Words,2016-11-07 07:46:44,1
3592,"RT @_Makada_: REPORT: Man Attacks Female Trump Supporter at Florida Polling Station! #ElectionDay 

https://t.co/Zw4MbGuxvP",2016-11-08 12:09:50,1
3593,#Trump2k16 I wanna see how far the Meme can go #TrumpForPresident,2016-11-08 12:29:51,1
3594,#TrumpPence16 #TrumpForPresident  #MAGA  @Women_4_Trump_  @DSapp67 @greggilligan1 @ScottBaio @SheriffClarke @Defending… #TrumpForPresident,2016-11-08 10:44:29,1
3595,#2016ElectionIn3Words  Everybody vs. Trump,2016-11-07 07:53:39,1
3596,"RT @Chbz_: Who do you vote for? RT
#ElectionFinalThoughts
#ElectionDay",2016-11-08 19:03:48,1
3597,"RT @VoteTrumpPics: ""Anything is possible if enough decent people are prepared to stand up against the establishment."" - @Nigel_Farage

#myv…",2016-11-08 10:05:49,1
3598,RT @soulsound_prez: Have you heard ‘Election Day (Mixtape)   by. PReZ’ by @soulsound_prez on #SoundCloud? #np https://t.co/Z8Z7hiOSe7 #XENON,2016-11-07 22:40:22,1
3599,RT @blicqer: ▶ Clinton beats Trump in New Hampshire’s Dixville Notch https://t.co/FfqADPHZCj @RawStory https://t.co/4GHHXqze7N,2016-11-08 03:22:46,1
3600,"RT @NetworksManager: If NYPD actually charges Hillary Clinton then Obama has no pardon power.#Wikileaks #DC
@TimeForTrumppp @ScottPresler h…",2016-11-07 03:37:10,1
3601,RT @HillaryClinton: Don't stand still. Vote today: https://t.co/jfd3CXLD1s #ElectionDay #MannequinChallenge https://t.co/4KAv2zu0rd,2016-11-08 05:01:16,1
3602,RT @DawnNeufeld: 'Angry black woman' https://t.co/ve74DnIRbk,2016-11-08 15:02:12,1
3603,RT @kentpg: • Pro-Abortion Group  Emily’s List Spends $60 Million to Elect Hillary Clinton and These Abortion  Activists,2016-11-08 10:13:23,1
3604,"RT @DanScavino: #TrumpTrain🚂💨🇺🇸🇺🇸🇺🇸🇺🇸
Get out &amp; VOTE, VOTE, VOTE!
#ElectionDay #iVoted #MAGA🇺🇸 https://t.co/CCOGBKo8BF",2016-11-08 16:34:29,1
3605,#CrookedHillary #HillaryForPrison2016 #draintheswamp #TrumpForPresident,2016-11-08 14:52:30,1
3606,RT @NightmarEclipse: @annepaezNOLA @jaelsvoice Cruz needs to be ON it.,2016-11-08 10:25:04,1
3607,RT @JoAnn_Bill: We voted for the Trump/Pence ticket just now. So we wait. It's a long wait.,2016-11-08 17:12:18,1
3608,#Trump2K16 #MakeAmericaGreatAgain #TrumpForPresident,2016-11-08 15:49:42,1
3609,RT @ZenRand: Time for the latest topiX hashtag in 20 minutes on @HashtagRoundup with @HashTopiX. https://t.co/RKUhcH8HLt,2016-11-07 07:29:15,1
3610,"RT @Pamela_Moore13: A lifelong Democrat Andrew Stein: ""#ImVotingBecause Trump can shake up our politics and revive the economy""

Democrats…",2016-11-08 12:36:04,1
3611,RT @citygreener: @JusticeWillett @KSoltisAnderson Was she the rankin' member? https://t.co/bcnmejsjhp,2016-11-08 18:15:38,1
3612,RT @thehill: Massachusetts GOP governor didn't vote for Trump https://t.co/ocu3mz9r8X https://t.co/iAR7qKDpFz,2016-11-08 16:23:50,1
3613,..here we go! via @AP   Thanks NH!  #TrumpTrain #TrumpPence16 #DrainTheSwamp #VoteTrump #MAGA #AmericaFirst #ImVotingB… #TrumpForPresident,2016-11-08 14:08:55,1
3614,Ii know y'all gone b madd .. but u know u can hear somebody riiiiiiight .,2016-11-08 15:20:10,1
3615,RT @Miss_nderst00d: Omg I'm deceased💀💀💀 https://t.co/Bw9teKkA25,2016-11-07 16:08:21,1
3616,#ElectionDay The harder the battle the stronger the Victory #TrumpWinsBecause #TrumpForPresident,2016-11-08 15:52:35,1
3617,RT @Netjeretkhau: Cancer #WhyMyDaddyLeft,2016-11-07 23:58:25,1
3618,"RT @HatfieldAnne: Do I have any questions for the pharmacist who’s dressed as Harley Quinn for Halloween? Yes, several.",2016-11-07 08:19:56,1
3619,Don't give us 4 more years of hell #TRUMPTHATBITCH #Election2016 #HillaryForPrison2016 https://t.co/ZWjh7bImL4… https://t.co/lS47DtMaSs,2016-11-08 09:55:39,1
3620,"RT @MorvantCheryl: After Race-Baiting Speech, Michelle Obama Gets @RealAlexJones @limbaugh @MikePenceVP @TheMilitaryLink @truckermilog  htt…",2016-11-08 12:48:32,1
3621,"I was up all night and now 4AM time to watch #FoxAndFriends today,going to be a long day but #TrumpPence  will win! #TrumpForPresident",2016-11-08 14:19:21,1
3622,OH MY GOD! What Trump Brought To The Rally Last Night Will Win Him The Election… https://t.co/fMUcNeJlbi https://t.co/ESA0LBt4SA,2016-11-07 10:27:17,1
3623,RT @Maximus_Paulus: #Breaking: Final 2016 election forecast per @Maximus_Paulus https://t.co/GRdTnj7cxM #2016election #TrumpTrain #TrumpPen…,2016-11-07 23:00:32,1
3624,@HillaryClinton @realDonaldTrump RT for Trump!! #TrumpForPresident,2016-11-08 14:17:50,1
3625,"RT @Anewhomestar: #ElectionFinalThoughts : Hillary was, is and always will be a world class liar and corrupt opportunist… ",2016-11-07 17:46:12,1
3626,This coming out of Bernie Camp. The Clinton MSM can't stop us #TrumpForPresident,2016-11-08 15:53:18,1
3627,#GOVOTE #Trump2016 #POTUS #MakeAmericaGreatAgain #hillaryclinton #trump #hillaryforprison2016… https://t.co/cdqp4cC58m #TrumpForPresident,2016-11-08 16:01:15,1
3628,"RT @AnnaCohenZodek: Saeb Erekat admits that #Palestine"" is a Trojan horse to #destroy #IsraelNews https://t.co/TxujYOKwBu https://t.co/GIGb…",2016-11-08 07:18:08,1
3629,"RT @March_for_Life: @March_for_Life @oliviashaw @lizkeiser017 @lovealways_tayc You've been quoted in my #Storify story ""I Vote Pro-Life"" ht…",2016-11-08 19:03:29,1
3630,RT @shariline: SCRANTON https://t.co/7HOlsg1k0g,2016-11-07 12:46:11,1
3631,Arguing with strangers  #ThingsPeopleOnTwitterLike,2016-11-08 10:23:24,1
3632,RT @LisaFreschi4BoE: Vote. . . #Election2016 #ImVotingBecause We the people get to choose our own fate. #StrongerTogether https://t.co/ELNa…,2016-11-08 04:04:07,1
3633,RT @ProudAmerican82: The last two names Hillary Clinton wants to see trending day before the election: #VinceFoster &amp; #RonBrown #DNCLeak2 #…,2016-11-07 02:17:23,1
3634,"RT @lokikittie: There's an Election?#2016ElectionIn3Words",2016-11-07 06:28:04,1
3635,#killary #hillaryforprison2016 #hillaryforpresident #trump #TrumpForPresident https://t.co/6U6dtVZjRJ,2016-11-08 16:05:49,1
3636,BE AWARE OF VOTER FRAUD. REPORT IT IMMEDIATELY. #HillaryForPrison2016 #hillno #TrumpPence16 #MAGA #TrumpTrain #TrumpForPresident,2016-11-08 10:37:47,1
3637,#2016ElectionIn3Words Black Votes Matter https://t.co/Fbq2nFMhYt,2016-11-07 07:25:49,1
3638,Out smarting idiots.... #HillaryForPrison2016 #ElectionFinalThoughts #ElectionDay #VoteTrump https://t.co/omlj4qhTwV #TrumpForPresident,2016-11-08 14:30:47,1
3639,RT @adagioforstring: Don't get cocky tho - go out &amp; #VoteTrump if you haven't already https://t.co/zsvTfXky3a,2016-11-08 16:54:04,1
3640,RT @DarylONT: #WhyMyDaddyLeft I won a contest at a bakery and he was upset cause he's the bread winner in this family.,2016-11-08 00:02:54,1
3641,"RT @chiefplan1: So Delusional Donnie ends as he started:
Insulting people--2nite a woman, native Americans &amp; 1 last Anti-Semitic campaign a…",2016-11-07 23:52:54,1
3642,RT @GG70882020: Creepy Trump family  #2016ElectionIn3Words,2016-11-07 08:05:03,1
3643,#ThingsPeopleOnTwitterLike Tweets about Asshats,2016-11-08 12:26:28,1
3644,RT @JeffOB774: #IfYouLikeThisYoullLoveThat I like @KattFunny and love @KattFunny,2016-11-07 01:19:25,1
3645,I did my part to make sure America becomes great again. #voteTRUMP #HillaryForPrison2016 https://t.co/j8Z6i7PioM #TrumpForPresident,2016-11-08 14:18:58,1
3646,#Election2016 #HillaryForPrison2016  https://t.co/wgoG483mNm #TrumpForPresident,2016-11-08 09:36:39,1
3647,"RT @marypatriott: BREAKING: ""I am a young Democrat--I voted TRUMP &amp; it felt GOOD"" #MyVote2016 #ElectionDay #MAGA #tcot https://t.co/TZJ8g0L…",2016-11-08 11:31:12,1
3648,Obama leads Hillary Clinton rally in Ann Arbor https://t.co/V30sdVVp3r https://t.co/polkHQpjNd,2016-11-07 10:55:53,1
3649,RT @Z4RT4N: @DodgyComics #WriteAPanel 1) That's where Interns give @billclinton Blowjobs &amp; @realDonaldTrump hopes to grab them by their pus…,2016-11-08 03:15:18,1
3650,"RT @mcspocky: Election eve stunner: FBI gains warrant to pursue Donald Trump over his ties to Russia https://t.co/12akQJfTFN
#ctl… ",2016-11-08 02:05:06,1
3651,"RT @abrigg: 1.  Looks like they have the machine cranked at the White House!
2.  Yeah, they're making a new monster!
 #writeapanel",2016-11-08 02:53:06,1
3652,RT @SadlyCatless: It was nice knowing you. #WTFAmericaIn5Words @HuffPostComedy https://t.co/RFkxvT9Z0Y,2016-11-08 14:52:32,1
3653,FLASHBACK VIDEO: Trump in 2012 “If GOP Doesn’t Pass Immigration Reform They’ll Never Win Again”… https://t.co/1Vfs3YD27r,2016-11-07 16:28:20,1
3654,RT @ncortez402: #2016ElectionIn3Words we're fucked lol,2016-11-07 07:41:27,1
3655,"Люди встречают рассвет на избирательном участке.
#ElectionDay #Vote2016 https://t.co/VokZ7RT937",2016-11-08 05:15:02,1
3656,#VoteTrumpPence https://t.co/tS6XGFp10T #TrumpForPresident,2016-11-08 14:37:04,1
3657,RT @News_AliBaba: Bernie Sanders Apologizes To Hillary Clinton For Data Breach https://t.co/hKeEeQwpck https://t.co/vIFxh8RovU,2016-11-07 04:42:21,1
3658,RT @RichardTBurnett: WATCH: Bill Clinton helps Hillary as she staggers to the car https://t.co/bq30dBUfrJ,2016-11-08 17:10:53,1
3659,"RT @HillaryClinton: This is what it's about:
All the good we can,
for all the people we can,
for as long as we can.
https://t.co/3TKJ4HnJC7…",2016-11-07 00:28:18,1
3660,"RT @Craigipedia: Hillary Clinton is voting *RIGHT NOW* but #ThisIsCNN, so obviously let's interview racist Mini-Me.",2016-11-08 06:10:07,1
3661,"RT @Dreamweasel: I am aware of many Republicans who have endorsed Clinton. Can't name one Democrat who has done the same for Trump.

 #Elec…",2016-11-07 08:32:57,1
3662,@JRKopacko crying Jordan face will be on America lol #HillaryForPrison2016 #TrumpForPresident,2016-11-08 10:12:13,1
3663,"RT @snlyrics: I did not deal with the road, and I did not deal with you, I know",2016-11-08 03:47:56,1
3664,RT @WASPMANTEA: @mitchellvii https://t.co/7P9JE6bLAY,2016-11-07 05:48:06,1
3665,What is it with their agenda,2016-11-08 14:07:22,1
3666,#ThingsPeopleOnTwitterLike falling in love with people they will never meet,2016-11-08 09:41:34,1
3667,Mr. Trump doesn't see party. He doesn't see race and he doesn't see gender. He just wants to do what's right for th… https://t.co/NsVAQ9Hcru,2016-11-08 07:18:01,1
3668,"RT @SethGoodtime: If Hillary wins...Joe Walsh, Trump, &amp; their supporters have threatened to start a violent ""revolution"" how is this ok #El…",2016-11-07 01:22:51,1
3669,Can Trump's Movement Survive Without Him? https://t.co/eDAnXJDBAZ https://t.co/xaHlRZQHix,2016-11-08 00:14:36,1
3670,"RT @ShutUpAmanda: #ThingsPeopleOnTwitterLike
 Me?",2016-11-08 03:48:16,1
3671,"RT @chiefplan1: Make it Viral folks! 
FBI finds no criminality in review of newly discovered Clinton emails https://t.co/AhhbllYFS0 via @nb…",2016-11-07 01:13:35,1
3672,"NEVER FORGET: Hillary Clinton is not the first female presidential nominee — not even close

#ElectionDay https://t.co/JsGXsMifIP",2016-11-08 11:31:16,1
3673,RT @Johnatsrs1949: #FBI agents are contacting whistleblower and other attorneys to get necessary protection to speak.  They'll speak s… ,2016-11-07 11:03:06,1
3674,#Hillary #hillaryclinton2016 #CorruptHillary #ClintonFoundation #HillaryForPrison2016 https://t.co/1rO0u9h8ry #TrumpForPresident,2016-11-08 12:40:15,1
3675,Today's the day! Polls open at 6 a.m. It's time to #MakeAmericaGreatAgain! #TrumpForPresident,2016-11-08 11:41:34,1
3676,@PositivelyNot @Bruwer_ @ExUnitateVires #HillaryForPrison2016 https://t.co/pdnJVF24Kk #TrumpForPresident,2016-11-08 14:45:43,1
3677,"Coincidence? 
REPORT #VOTERFRAUD: 888 486 8102 (Being Patriotic hotline) or 855 976 1200 (Trump Lawyer Team)… https://t.co/m3pQW22BQj",2016-11-08 13:19:12,1
3678,RT @Kim13283440: The same. Thing happened to me in peachbottom township in PA! https://t.co/1SsgKHWZ0y,2016-11-08 11:19:25,1
3679,"Janury 20, 2017 is #ObamaDay not today
It's 72 days until Obama leaves office https://t.co/zEzAiPuWQS",2016-11-08 06:59:05,1
3680,@Sunny_Day2222 asap,2016-11-07 06:13:19,1
3681,"RT @chiefplan1: So Delusional Donnie ends as he started:
Insulting people--2nite a woman, native Americans &amp; 1 last Anti-Semitic ca… ",2016-11-08 00:37:47,1
3682,"Willie Robertson: “Mr. Trump is a real leader. He represents success and strength, two attributes our country needs… https://t.co/HOdfSj9mUv",2016-11-08 09:24:01,1
3683,It's election day!! #Trump2k16 #TrumpForPresident,2016-11-08 09:46:50,1
3684,"RT @sheabrowning: (1) ""Look, kids--it's the White House.""

(2) ""Dad, why is it sitting on a bed of lettuce?""

#WriteAPanel",2016-11-08 03:44:03,1
3685,#HillaryForPrison2016 Don't vote for a criminal tomorrow! #TrumpForPresident,2016-11-08 15:16:33,1
3686,RT @Ransoms_Note: #PostVotingStressRelief https://t.co/vKArtDKPbc,2016-11-08 17:31:50,1
3687,YouTube Video REALLY. #lied #liar #liars #scumbag #hillaryforprison2016 #obamafailed #lockherup… https://t.co/kWqw3C9CXC #TrumpForPresident,2016-11-08 10:39:11,1
3688,"RT @Phil_Lewis_: Loses her vote not for being a liar, xenophobe, racist, misogynist and birther. 

But for being late. https://t.co/fJJmOgr…",2016-11-07 15:15:37,1
3689,"#2016ElectionIn3Words lies, hypocrisy,",2016-11-07 07:09:16,1
3690,RT @KenGh5: Hillary Clinton and Nana Akufo-Addo; what makes people think they will both win? https://t.co/bbY8ODoYOy via @yencomgh,2016-11-07 06:08:06,1
3691,OR AMERICA OE HELL #UseYourHead #CrookedHillary #MAGA #HillaryForPrison2016 #neverhillary  #PodestaEmails #Trump2016  #… #TrumpForPresident,2016-11-08 14:23:23,1
3692,RT @patty186: @nitroxnut @FoxNews @HomeDepot God I hope she loses!!,2016-11-08 18:15:00,1
3693,"RT @DineshDSouza: .@realDonaldTrump leads seem insurmountable in PA, MI, WI--this is turning out to be the biggest upset in US politics in…",2016-11-08 23:37:13,1
3694,@Lafinokia @HillaryClinton #IDIOTS #LIARS #LIBTARDS #GLOBALISTS #MAGA #LOCKHERUP #HILLARYFORPRISON #MAGA #USA #TrumpForPresident,2016-11-08 16:03:46,1
3695,Election Day Tomorrow – Vote! @realDonaldTrump to #MakeAmeriaGreatAgain #TrumpPence16 #AmericaFirst Watch #FoxLDT Now #TrumpForPresident,2016-11-08 12:09:48,1
3696,RT @tacoeater: #WriteAPanel 1) they named it the White House because only whites could live there. 2) why didn't they call it the Sausage H…,2016-11-08 03:35:02,1
3697,"Raging alcoholic, NOT fit for president #MAGA  #HillaryForPrison2016 #Election2016  https://t.co/0eQWAzVK4U #TrumpForPresident",2016-11-08 11:00:55,1
3698,#MakeAmericaGreatAgain #Trump #Trump2016 #HillaryForPrison2016 #TrumpForPresident,2016-11-08 14:02:29,1
3699,#ThingsPeopleOnTwitterLike  Memes https://t.co/jP6bq10mYc,2016-11-08 02:18:03,1
3700,It's a shame that it's come to this. https://t.co/xjZvCOYnIJ,2016-11-08 14:30:21,1
3701,RT @AceofSpadesHQ: literally no one cares @nytimes,2016-11-08 12:09:11,1
3702,"RT @wikileaks: @jmpalmieri Biggest 'whoppers' are those your campaign has been telling https://t.co/8NCYYfwRIV

WikiLeaks will continue its…",2016-11-08 01:36:07,1
3703,RT @LiamMattinson1: You're so screwed #2016ElectionIn3Words,2016-11-07 07:50:54,1
3704,RT @juanitamoutlaw: A DEMON FROM THE PIT OF HELL https://t.co/EP5beIq2s1,2016-11-08 12:07:00,1
3705,RT @TheCatWhisprer: Just do the 5K you don't need to wear a tutu.,2016-11-07 05:17:19,1
3706,RT @EricTrump: Awesome to be in #Scranton #PA! #MakeAmericaGreatAgain  🇺🇸🇺🇸🇺🇸🇺🇸 https://t.co/NsxZNVDCLO,2016-11-07 21:02:06,1
3707,#2016ElectionIn3Words: Liberals are garbage,2016-11-07 07:37:12,1
3708,#2016ElectionIn3Words were better choices,2016-11-07 07:08:00,1
3709,"RT @suzost: Leaked Documents Reveal Expansive Soros Funding to Manipulate Federal Elections | PJ Media. https://t.co/tl59xNylH2

  @FoxNews…",2016-11-08 17:49:26,1
3710,So 4 members of a criminal enterprise and a knuckle headed guitar player. #NeverHillary #CrimeWithHer  #TrumpForPresident,2016-11-08 15:25:22,1
3711,https://t.co/V0ay4sRFza,2016-11-07 14:10:12,1
3712,"RT @Chbz_: Who do you vote for? RT
#ElectionFinalThoughts
#ElectionDay",2016-11-08 16:24:04,1
3713,RT @rescuetracker81: 🇺🇸#ElectionDay https://t.co/J8xhGnrBap,2016-11-08 05:08:16,1
3714,#ThingsPeopleOnTwitterLike   nothing motivational.,2016-11-08 11:34:58,1
3715,RT @GG70882020: Creepy Trump family  #2016ElectionIn3Words,2016-11-07 08:21:11,1
3716,Huge! Trump wins Ohio✔️ https://t.co/x4OZ2qER0j,2016-11-08 19:40:52,1
3717,"'If I was American I would vote for anyone but Hillary Clinton..' ~ Marine Le Pen

#Election2016 #ElectionDay https://t.co/lpioc2UPXa",2016-11-08 05:10:00,1
3718,RT @adizzle925: @DisavowTrump16 You deleted the poll b/c Hillary was losing? I never would've though her supporters would delete things.#vo…,2016-11-08 11:42:05,1
3719,#ThingsPeopleOnTwitterLike bitching about not having an edit button,2016-11-08 02:47:30,1
3720,RT @mike_pence: Landed in Indy in time for Election Day. Great to be Back Home Again! https://t.co/iGExJ8OYlK,2016-11-08 00:27:20,1
3721,RT @TeaPartyOrg: U.S. Completes 22 Straight Years Of Merchandise Trade Deficits With Mexico - https://t.co/TAwmxLmIEq,2016-11-08 16:57:31,1
3722,#ElectionDay #VinceFoster #SethRich #ClintonKills #neverhillary  https://t.co/JypXIyk9lP #TrumpForPresident,2016-11-08 14:29:23,1
